"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","docker-swarm-worker-3",,,,"User:","ubuntu"
"Cmdline:","dstat -N ens3 --output 2-cassandra-swarm-3-ContainerIPs_NET-ens3-docker-swarm-worker-3.csv --noheaders --noupdate 5",,,,"Date:","19 Sep 2017 10:59:57 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/ens3",,"paging",,"system",
19.705,10.959,63.962,1.264,0.0,4.110,2777088.0,249036.800,441674.800,525106.200,0.0,0.0,4483.600,15261.600
35.249,24.512,29.176,1.627,0.0,9.436,5739315.200,1377894.400,1089864.600,1252550.600,0.0,0.0,7668.800,30260.200
43.695,26.881,18.473,0.885,0.0,10.066,5993267.200,619315.200,1072326.400,1330239.600,0.0,0.0,8274.400,33284.200
20.341,10.543,64.537,0.426,0.0,4.153,2675507.200,5734.400,518516.200,600168.800,0.0,0.0,4092.800,15430.400
17.442,10.888,66.490,1.268,0.0,3.911,2541977.600,697958.400,510075.0,624641.400,0.0,0.0,4156.800,14744.600
39.024,26.497,23.060,1.109,0.0,10.310,5879398.400,8192.0,1158725.200,1367521.600,0.0,0.0,9032.200,35092.200
41.518,29.129,17.857,1.116,0.0,10.379,5370675.200,539033.600,1225925.0,1397985.200,0.0,0.0,9907.600,37809.200
10.021,7.516,79.436,0.313,0.0,2.714,2147942.400,9830.400,303609.200,369376.400,0.0,0.0,3156.800,11026.0
31.712,9.619,53.700,2.008,0.0,2.960,1766195.200,1958707.200,371590.400,184133.400,0.0,0.0,3470.800,11300.800
36.102,11.821,43.983,4.899,0.0,3.195,2211020.800,9804185.600,522396.0,207408.400,0.0,0.0,4326.200,15041.400
16.935,9.110,69.239,1.286,0.0,3.430,1925120.0,823296.0,463940.800,171376.200,0.0,0.0,3557.800,12247.800
0.806,0.403,98.690,0.101,0.0,0.0,0.0,37683.200,2356.600,2300.0,0.0,0.0,477.400,953.800
0.403,0.806,98.589,0.202,0.0,0.0,0.0,355532.800,1832.800,1742.600,0.0,0.0,559.600,1127.0
0.806,0.806,98.187,0.101,0.0,0.101,14745.600,9011.200,2089.800,2053.200,0.0,0.0,576.0,1070.200
0.505,0.706,98.587,0.0,0.0,0.202,0.0,4915.200,3042.400,2565.600,0.0,0.0,605.400,1200.400
0.605,0.303,98.991,0.101,0.0,0.0,0.0,30310.400,2014.600,1961.200,0.0,0.0,514.600,1023.600
1.213,0.607,98.180,0.0,0.0,0.0,0.0,9830.400,2861.400,3403.0,0.0,0.0,612.600,1214.200
0.504,0.806,98.488,0.202,0.0,0.0,0.0,27852.800,1756.200,1532.600,0.0,0.0,522.400,1035.800
0.605,0.404,98.890,0.101,0.0,0.0,0.0,9011.200,1654.600,1579.0,0.0,0.0,527.0,1049.800
0.606,0.303,98.990,0.101,0.0,0.0,0.0,6553.600,2438.200,2359.0,0.0,0.0,490.800,967.0
0.404,0.404,98.990,0.101,0.0,0.101,0.0,4915.200,2754.600,2454.400,0.0,0.0,542.0,1076.200
0.504,0.906,98.489,0.0,0.0,0.101,0.0,5734.400,1781.0,1733.0,0.0,0.0,529.600,1053.800
0.706,0.505,98.587,0.101,0.0,0.101,0.0,819.200,2561.200,3349.0,0.0,0.0,600.0,1148.0
1.010,0.202,98.687,0.101,0.0,0.0,0.0,8192.0,1591.600,1510.800,0.0,0.0,479.400,957.600
0.505,0.505,98.889,0.0,0.0,0.101,0.0,13926.400,1740.600,1666.200,0.0,0.0,538.800,1079.800
0.706,0.505,98.688,0.101,0.0,0.0,0.0,9011.200,2556.200,2413.600,0.0,0.0,541.200,1076.800
0.505,0.404,98.890,0.101,0.0,0.101,0.0,4915.200,1566.800,1379.0,0.0,0.0,522.400,1038.600
0.404,0.303,99.292,0.0,0.0,0.0,0.0,4915.200,1930.400,1904.800,0.0,0.0,444.400,881.800
0.709,0.506,98.684,0.101,0.0,0.0,0.0,4915.200,51417.600,51073.600,0.0,0.0,634.600,1244.0
0.710,0.406,98.783,0.101,0.0,0.0,22118.400,9011.200,1828.400,1563.200,0.0,0.0,539.400,1068.800
0.504,0.605,98.790,0.101,0.0,0.0,0.0,5734.400,1534.0,1494.800,0.0,0.0,520.400,1039.200
0.605,0.302,98.891,0.101,0.0,0.101,0.0,16384.0,2426.800,2336.600,0.0,0.0,470.600,927.800
0.905,0.503,98.390,0.201,0.0,0.0,0.0,11468.800,2557.400,2152.600,0.0,0.0,552.200,1103.200
1.613,0.605,97.681,0.0,0.0,0.101,0.0,4915.200,2317.200,2273.400,0.0,0.0,550.600,1081.400
1.007,0.604,98.187,0.201,0.0,0.0,0.0,18841.600,2464.400,2779.600,0.0,0.0,604.400,1193.800
0.505,0.404,98.991,0.0,0.0,0.101,0.0,8192.0,1846.400,1570.600,0.0,0.0,515.800,1022.0
0.809,0.506,98.483,0.101,0.0,0.101,0.0,15564.800,1727.0,1679.800,0.0,0.0,580.0,1154.800
0.706,0.605,98.486,0.101,0.0,0.101,0.0,11468.800,3267.400,3134.800,0.0,0.0,539.200,1073.200
0.506,0.506,98.887,0.0,0.0,0.101,0.0,4915.200,3106.800,2598.400,0.0,0.0,608.0,1211.600
0.704,0.503,98.693,0.101,0.0,0.0,0.0,4915.200,1860.600,1646.200,0.0,0.0,485.800,967.200
0.507,0.203,99.189,0.101,0.0,0.0,0.0,4915.200,1834.400,2610.400,0.0,0.0,542.0,1080.400
0.504,0.706,98.589,0.0,0.0,0.202,0.0,4915.200,2685.800,2384.800,0.0,0.0,543.400,1072.600
0.911,0.607,98.381,0.101,0.0,0.0,0.0,7372.800,1853.200,1727.800,0.0,0.0,559.800,1111.0
0.605,0.202,98.991,0.202,0.0,0.0,0.0,21299.200,2288.800,2266.400,0.0,0.0,455.400,905.0
0.706,0.505,98.789,0.0,0.0,0.0,0.0,819.200,1968.0,1758.400,0.0,0.0,557.0,1110.600
0.505,0.606,98.889,0.0,0.0,0.0,0.0,22937.600,1949.600,1908.0,0.0,0.0,521.400,1034.400
0.605,0.505,98.688,0.101,0.0,0.101,0.0,5734.400,1919.600,2597.800,0.0,0.0,580.400,1172.600
0.605,0.404,98.991,0.0,0.0,0.0,0.0,5734.400,1865.600,1608.600,0.0,0.0,491.0,981.0
0.604,0.604,98.592,0.101,0.0,0.101,0.0,5734.400,1624.200,1600.200,0.0,0.0,527.800,1061.0
0.913,0.609,98.479,0.0,0.0,0.0,26214.400,5734.400,2441.800,2339.400,0.0,0.0,556.200,1102.0
0.505,0.605,98.688,0.101,0.0,0.101,0.0,5734.400,1772.400,1570.200,0.0,0.0,561.400,1132.200
1.512,0.504,97.883,0.101,0.0,0.0,0.0,8192.0,2277.200,1788.200,0.0,0.0,509.600,1004.0
0.706,0.404,98.789,0.101,0.0,0.0,0.0,13926.400,1734.200,2597.200,0.0,0.0,544.200,1068.0
0.405,0.506,99.089,0.0,0.0,0.0,0.0,9830.400,1790.600,1696.600,0.0,0.0,529.0,1046.600
0.504,0.605,98.790,0.101,0.0,0.0,0.0,5734.400,1660.800,1557.400,0.0,0.0,549.400,1104.600
0.806,0.504,98.589,0.0,0.0,0.101,0.0,4915.200,2337.400,2307.800,0.0,0.0,480.0,955.400
0.404,0.505,99.091,0.0,0.0,0.0,0.0,819.200,1575.200,1589.800,0.0,0.0,509.600,1021.400
1.715,0.404,97.780,0.101,0.0,0.0,0.0,4915.200,2485.0,2376.400,0.0,0.0,558.800,1098.0
0.806,0.604,98.389,0.101,0.0,0.101,0.0,9011.200,2877.800,3473.400,0.0,0.0,569.800,1136.0
0.604,0.604,98.691,0.101,0.0,0.0,0.0,8192.0,2318.800,2204.0,0.0,0.0,489.200,964.800
0.706,0.403,98.690,0.101,0.0,0.101,0.0,14745.600,1664.600,1606.200,0.0,0.0,512.600,1028.200
0.910,0.404,98.686,0.0,0.0,0.0,0.0,11468.800,2545.200,2395.0,0.0,0.0,522.800,1031.800
0.505,0.505,98.890,0.101,0.0,0.0,0.0,4915.200,2223.200,1785.400,0.0,0.0,538.0,1070.0
0.505,0.404,98.890,0.101,0.0,0.101,19660.800,4915.200,2213.800,2166.0,0.0,0.0,521.0,1034.400
0.606,0.404,98.788,0.0,0.0,0.202,0.0,9011.200,2379.0,2952.800,0.0,0.0,599.400,1196.200
0.605,0.505,98.688,0.101,0.0,0.101,13107.200,4915.200,2408.200,2335.0,0.0,0.0,519.600,1037.600
0.404,0.404,99.091,0.0,0.0,0.101,0.0,1638.400,1724.800,1635.0,0.0,0.0,549.400,1106.800
1.205,0.602,98.092,0.0,0.0,0.100,0.0,8192.0,3122.200,3009.800,0.0,0.0,500.400,995.800
0.605,0.505,98.789,0.101,0.0,0.0,0.0,16384.0,2833.400,2367.200,0.0,0.0,568.0,1131.600
0.505,0.404,98.890,0.101,0.0,0.101,0.0,4915.200,1811.400,1781.800,0.0,0.0,502.200,994.200
0.603,0.402,98.794,0.101,0.0,0.101,0.0,9011.200,2385.0,3161.800,0.0,0.0,549.800,1090.0
3.685,1.945,93.756,0.205,0.0,0.409,371916.800,6553.600,20404.800,33737.200,0.0,0.0,1413.800,3155.800
15.968,16.421,60.702,1.812,0.0,5.096,2496102.400,9830.400,435643.600,532691.0,0.0,0.0,12610.200,28514.400
17.371,16.343,58.400,1.829,0.0,6.057,3277619.200,7372.800,468785.200,591191.600,0.0,0.0,12619.200,29426.0
20.318,19.069,51.986,1.816,0.0,6.810,4074700.800,41779.200,489864.200,629479.800,0.0,0.0,12390.200,29679.800
19.661,21.356,52.203,1.921,0.0,4.859,4128768.0,11468.800,478653.800,678817.600,0.0,0.0,12835.800,30976.200
18.418,18.757,55.593,1.469,0.0,5.763,3352166.400,40140.800,459171.200,613535.0,0.0,0.0,11758.400,28411.200
18.589,19.261,55.095,1.680,0.0,5.375,3164569.600,19660.800,500479.200,641898.400,0.0,0.0,12886.200,30570.0
16.648,17.773,58.718,1.462,0.0,5.399,2786099.200,24576.0,427010.800,532428.400,0.0,0.0,11087.200,26269.0
17.889,18.889,56.0,1.778,0.0,5.444,3408691.200,5734.400,405031.0,559766.200,0.0,0.0,11520.0,27567.600
2.354,1.842,94.985,0.307,0.0,0.512,464486.400,36044.800,25044.800,45467.400,0.0,0.0,1566.0,3402.800
17.621,17.059,58.474,1.459,0.0,5.387,3537305.600,13107.200,488401.400,625877.400,0.0,0.0,10711.0,26540.600
21.267,18.778,52.602,1.471,0.0,5.882,4296704.0,36864.0,545660.200,711394.200,0.0,0.0,11144.400,28879.400
29.338,25.571,35.388,1.142,0.0,8.562,5858918.400,20480.0,717030.200,983346.600,0.0,0.0,13486.800,37367.600
23.407,25.492,41.483,0.811,0.0,8.806,2497740.800,31129.600,881543.200,1010536.200,0.0,0.0,14736.800,37957.600
25.698,26.163,38.953,0.930,0.0,8.256,3892838.400,5734.400,798811.0,993654.0,0.0,0.0,14483.600,38363.600
18.313,19.423,54.828,0.888,0.0,6.548,2392064.0,42598.400,618854.400,737488.800,0.0,0.0,11112.200,28366.400
1.947,1.947,95.492,0.102,0.0,0.512,177766.400,8192.0,21590.200,53137.800,0.0,0.0,1570.600,3278.800
5.603,5.280,86.422,0.970,0.0,1.724,1217331.200,39321.600,132296.0,130332.200,0.0,0.0,4078.600,8877.400
5.656,5.123,85.806,1.281,0.0,2.134,1504870.400,31129.600,83938.400,79762.600,0.0,0.0,3904.0,8561.0
8.009,5.411,83.658,1.190,0.0,1.732,1918566.400,27852.800,102104.400,123044.0,0.0,0.0,4746.0,10430.600
6.028,5.382,85.361,1.292,0.0,1.938,1521254.400,6553.600,95814.400,79419.200,0.0,0.0,4133.400,9059.800
5.782,4.925,85.974,1.499,0.0,1.820,1391820.800,45875.200,91596.600,63696.800,0.0,0.0,3671.400,8043.0
3.316,3.316,91.813,0.518,0.0,1.036,745472.0,5734.400,47241.400,32986.600,0.0,0.0,2173.200,4723.400
12.148,11.171,71.800,0.976,0.0,3.905,2189721.600,44236.800,342239.600,429940.200,0.0,0.0,6445.200,16625.800
19.689,17.909,53.726,2.002,0.0,6.674,4517068.800,28672.0,578362.600,740681.0,0.0,0.0,9308.800,25839.600
23.489,18.700,47.434,2.052,0.0,8.324,5637734.400,32768.0,733559.600,883284.800,0.0,0.0,9193.400,26678.400
25.847,21.670,41.309,2.822,0.0,8.352,7765196.800,5734.400,725347.200,1051908.600,0.0,0.0,10545.0,30446.0
27.045,23.182,41.136,1.932,0.0,6.705,5356748.800,55705.600,775409.0,1011811.400,0.0,0.0,10993.600,31819.200
8.619,6.957,81.412,0.831,0.0,2.181,1803059.200,5734.400,208418.0,295459.600,0.0,0.0,3893.800,10603.800
15.841,13.039,64.978,1.832,0.0,4.310,3954278.400,40960.0,420457.600,580323.400,0.0,0.0,6915.400,18737.600
25.993,25.085,39.387,1.816,0.0,7.719,7721779.200,23756.800,719949.800,1007425.600,0.0,0.0,9822.600,29609.600
27.324,23.810,37.755,1.474,0.0,9.637,5283020.800,42598.400,927893.200,1111624.800,0.0,0.0,10943.400,33293.400
28.062,19.933,42.316,2.227,0.0,7.461,8266547.200,6553.600,761570.600,1078948.0,0.0,0.0,8426.800,27097.200
18.817,17.204,57.312,1.075,0.0,5.591,4695654.400,63897.600,559244.600,758179.800,0.0,0.0,7205.400,22366.0
4.456,3.316,90.777,0.622,0.0,0.829,840499.200,5734.400,46453.200,56192.200,0.0,0.0,2251.400,4945.600
8.0,7.053,80.842,1.895,0.0,2.211,2646016.0,34406.400,125598.400,89631.400,0.0,0.0,3518.0,8217.400
8.654,6.303,80.876,2.030,0.0,2.137,2672230.400,38502.400,143453.200,92342.600,0.0,0.0,3729.600,8864.200
6.809,5.957,84.149,1.489,0.0,1.596,1860403.200,52428.800,116692.0,79524.600,0.0,0.0,3556.400,8195.400
5.647,3.696,89.528,0.616,0.0,0.513,1350860.800,12288.0,63996.800,130117.0,0.0,0.0,1724.400,4487.400
26.941,23.059,38.584,2.397,0.0,9.018,6236569.600,47513.600,939784.600,1178400.200,0.0,0.0,10529.400,33221.800
26.014,21.396,43.018,1.464,0.0,8.108,5536153.600,5734.400,1019174.400,1159584.800,0.0,0.0,8791.800,29030.600
30.259,24.972,35.321,1.687,0.0,7.762,7086899.200,77004.800,946812.0,1264489.0,0.0,0.0,9469.800,31261.0
10.526,7.263,79.789,0.421,0.0,2.0,2864742.400,41779.200,302054.800,386999.200,0.0,0.0,3875.800,11425.200
17.923,13.224,61.202,1.967,0.0,5.683,4997120.0,13926.400,505142.0,733969.0,0.0,0.0,6388.800,19502.200
33.258,24.577,31.567,2.255,0.0,8.343,9655091.200,7372.800,995496.800,1420008.600,0.0,0.0,8872.800,31587.800
30.425,23.937,34.676,1.902,0.0,9.060,7797145.600,88473.600,1036312.0,1353530.0,0.0,0.0,8881.400,30438.0
16.150,10.695,68.556,0.963,0.0,3.636,4421222.400,5734.400,447903.600,620876.800,0.0,0.0,5021.0,16311.400
6.479,3.866,87.356,1.149,0.0,1.149,1694924.800,57344.0,78974.0,130993.0,0.0,0.0,2285.400,5430.800
9.705,6.857,78.586,2.426,0.0,2.426,4033740.800,5734.400,176906.200,102930.400,0.0,0.0,3450.200,8924.800
7.376,4.953,84.510,1.475,0.0,1.686,1966080.0,90931.200,127822.600,75576.400,0.0,0.0,2760.600,6936.0
9.129,4.876,83.299,1.037,0.0,1.660,2079129.600,5734.400,217258.0,332066.0,0.0,0.0,2509.0,7607.800
29.345,22.573,38.488,1.580,0.0,8.014,6462668.800,57344.0,1116182.0,1358764.800,0.0,0.0,8965.800,30542.400
36.571,29.829,21.486,1.600,0.0,10.514,9929523.200,20480.0,1213979.800,1611784.200,0.0,0.0,9047.200,34992.200
15.254,13.030,66.208,0.847,0.0,4.661,2632908.800,93388.800,632365.600,716072.0,0.0,0.0,5417.600,16588.800
11.715,8.891,75.314,0.941,0.0,3.138,2560819.200,5734.400,373278.800,492903.200,0.0,0.0,4064.0,12179.0
33.065,28.456,28.687,1.267,0.0,8.525,6335692.800,42598.400,1280366.600,1570077.0,0.0,0.0,10327.800,36231.800
43.468,21.959,23.761,1.239,0.0,9.572,9987686.400,1332019.200,920136.600,1483031.200,0.0,0.0,6800.0,26526.200
13.417,7.757,74.843,0.524,0.0,3.459,3431628.800,110592.0,348165.400,529536.400,0.0,0.0,3053.0,10870.0
8.142,5.428,83.507,1.670,0.0,1.253,1831731.200,6553.600,90427.200,111931.200,0.0,0.0,2677.600,6404.800
12.553,7.872,74.894,2.234,0.0,2.447,3981312.0,73728.0,182048.600,105734.600,0.0,0.0,3540.200,9262.0
6.790,4.115,86.317,1.543,0.0,1.235,2146304.0,5734.400,93999.400,54450.400,0.0,0.0,1969.0,4990.600
15.042,9.534,70.339,1.377,0.0,3.708,2920448.0,80281.600,473802.200,608358.800,0.0,0.0,4122.600,12706.200
35.543,24.114,29.371,1.486,0.0,9.486,8712192.0,7372.800,1128638.200,1523339.0,0.0,0.0,7502.400,28502.600
30.735,23.385,34.855,1.336,0.0,9.688,6484787.200,82739.200,1172698.800,1464574.400,0.0,0.0,7260.200,27059.400
7.385,4.718,85.641,0.205,0.0,2.051,394035.200,9011.200,320016.600,329388.400,0.0,0.0,2461.0,8035.600
19.414,13.557,59.978,0.976,0.0,6.074,2638643.200,50790.400,852388.600,1006119.400,0.0,0.0,5298.800,18230.200
39.205,28.068,20.909,1.591,0.0,10.227,9754214.400,21299.200,1298149.0,1700884.600,0.0,0.0,7810.800,32240.800
33.111,20.667,39.111,0.778,0.0,6.333,8631910.400,91750.400,753719.0,1227710.600,0.0,0.0,5328.0,22031.400
3.196,1.649,93.608,1.031,0.0,0.515,601292.800,5734.400,32448.400,68361.600,0.0,0.0,1439.800,3173.600
11.920,8.122,76.371,1.477,0.0,2.110,2429747.200,57344.0,164103.0,105634.600,0.0,0.0,3837.600,9708.0
11.542,7.240,77.230,1.994,0.0,1.994,3235020.800,6553.600,147077.0,81859.200,0.0,0.0,2610.800,6891.800
0.607,0.404,98.888,0.101,0.0,0.0,0.0,100761.600,2618.600,3351.800,0.0,0.0,554.800,1091.200
1.011,0.303,98.584,0.0,0.0,0.101,0.0,0.0,2410.800,2313.200,0.0,0.0,550.800,1094.800
0.605,0.706,98.486,0.202,0.0,0.0,0.0,19660.800,1746.400,1662.400,0.0,0.0,581.400,1102.400
0.606,0.404,98.788,0.101,0.0,0.101,0.0,8192.0,2091.0,2088.0,0.0,0.0,590.800,1158.200
0.304,0.405,99.291,0.0,0.0,0.0,0.0,8192.0,1818.0,1519.600,0.0,0.0,518.200,1041.0
0.505,0.505,98.890,0.101,0.0,0.0,0.0,5734.400,2051.600,1767.400,0.0,0.0,547.400,1093.200
0.608,0.405,98.784,0.101,0.0,0.101,0.0,5734.400,52059.800,51682.400,0.0,0.0,659.800,1311.400
0.606,0.606,98.687,0.101,0.0,0.0,0.0,4915.200,2410.800,2349.800,0.0,0.0,573.0,1147.800
0.910,0.404,98.584,0.101,0.0,0.0,0.0,4915.200,1650.600,1553.0,0.0,0.0,534.800,1064.400
0.405,0.304,99.190,0.0,0.0,0.101,0.0,6553.600,2929.800,2862.800,0.0,0.0,539.0,1074.600
0.505,0.706,98.688,0.101,0.0,0.0,0.0,16384.0,2489.800,1963.200,0.0,0.0,561.600,1111.600
0.908,0.505,98.385,0.101,0.0,0.101,0.0,18022.400,2964.200,2675.0,0.0,0.0,634.600,1201.400
0.505,0.505,98.889,0.101,0.0,0.0,0.0,9011.200,2084.800,2833.400,0.0,0.0,522.400,1041.600
0.505,0.404,98.990,0.0,0.0,0.101,0.0,4915.200,2785.400,2465.0,0.0,0.0,559.0,1115.200
0.709,0.304,98.886,0.0,0.0,0.101,0.0,5734.400,1763.0,1628.600,0.0,0.0,527.200,1046.200
0.405,0.607,98.887,0.101,0.0,0.0,0.0,5734.400,2325.200,2272.400,0.0,0.0,579.800,1166.400
0.605,0.404,98.890,0.101,0.0,0.0,0.0,4915.200,2009.200,1775.800,0.0,0.0,534.400,1073.0
0.506,0.405,99.089,0.0,0.0,0.0,0.0,8192.0,2889.400,2549.800,0.0,0.0,596.0,1193.0
0.607,0.404,98.989,0.0,0.0,0.0,0.0,13107.200,2686.800,3408.400,0.0,0.0,548.200,1079.600
0.605,0.605,98.587,0.101,0.0,0.101,0.0,8192.0,1695.0,1651.600,0.0,0.0,593.800,1179.200
1.621,0.405,97.974,0.0,0.0,0.0,0.0,4915.200,1497.400,1444.200,0.0,0.0,527.600,1054.400
0.705,0.403,98.792,0.101,0.0,0.0,0.0,4915.200,2220.400,2181.400,0.0,0.0,517.800,1033.400
0.405,0.405,99.190,0.0,0.0,0.0,0.0,6553.600,2504.600,2277.800,0.0,0.0,555.400,1107.400
0.506,0.607,98.785,0.101,0.0,0.0,0.0,7372.800,2415.600,2212.800,0.0,0.0,580.600,1153.0
0.303,0.605,98.991,0.0,0.0,0.101,0.0,5734.400,2544.400,3275.800,0.0,0.0,529.400,1042.800
0.606,0.404,98.889,0.0,0.0,0.101,0.0,13926.400,2070.400,1747.800,0.0,0.0,538.800,1069.800
1.310,0.202,98.387,0.101,0.0,0.0,0.0,14745.600,1512.600,1417.800,0.0,0.0,508.600,1014.400
0.706,0.605,98.587,0.101,0.0,0.0,0.0,21299.200,2516.400,2433.400,0.0,0.0,613.600,1217.600
0.506,0.404,99.090,0.0,0.0,0.0,0.0,5734.400,1892.0,1647.800,0.0,0.0,520.800,1052.600
0.302,0.605,98.891,0.101,0.0,0.101,0.0,4915.200,1991.0,1928.200,0.0,0.0,541.200,1083.0
0.708,0.404,98.888,0.0,0.0,0.0,0.0,4915.200,2746.0,3513.200,0.0,0.0,551.0,1087.800
0.607,0.404,98.888,0.0,0.0,0.101,0.0,5734.400,1680.200,1658.0,0.0,0.0,569.0,1142.200
0.504,0.403,98.790,0.202,0.0,0.101,0.0,5734.400,1630.200,1499.0,0.0,0.0,536.400,1072.400
0.909,0.505,98.586,0.0,0.0,0.0,0.0,9011.200,2269.600,2244.0,0.0,0.0,529.600,1047.600
0.604,0.705,98.590,0.101,0.0,0.0,0.0,15564.800,2210.400,1741.600,0.0,0.0,550.400,1105.400
0.507,0.405,98.987,0.0,0.0,0.101,0.0,0.0,1974.200,1905.600,0.0,0.0,599.600,1194.800
0.505,0.505,98.789,0.101,0.0,0.101,0.0,5734.400,2232.800,2772.400,0.0,0.0,540.400,1078.600
0.404,0.505,99.091,0.0,0.0,0.0,0.0,5734.400,2266.400,2191.0,0.0,0.0,523.0,1045.600
0.504,0.605,98.690,0.101,0.0,0.101,0.0,6553.600,1883.600,1750.600,0.0,0.0,547.0,1082.600
1.112,0.506,98.281,0.101,0.0,0.0,0.0,8192.0,2405.0,2370.600,0.0,0.0,601.200,1206.800
0.405,0.405,99.089,0.0,0.0,0.101,0.0,4915.200,2449.800,2354.600,0.0,0.0,538.0,1070.0
0.506,0.202,99.292,0.0,0.0,0.0,0.0,7372.800,2101.800,1887.0,0.0,0.0,539.200,1083.200
0.706,0.505,98.486,0.202,0.0,0.101,0.0,11468.800,2818.400,3395.0,0.0,0.0,576.800,1146.200
0.706,0.505,98.789,0.0,0.0,0.0,0.0,5734.400,1718.600,1670.400,0.0,0.0,597.800,1179.200
1.211,0.505,98.184,0.101,0.0,0.0,0.0,4915.200,1581.200,1477.600,0.0,0.0,520.600,1038.200
0.605,0.504,98.790,0.101,0.0,0.0,0.0,9011.200,2886.200,2839.800,0.0,0.0,534.0,1060.600
1.010,0.707,98.283,0.0,0.0,0.0,0.0,4915.200,2198.600,1957.0,0.0,0.0,595.200,1177.0
0.506,0.607,98.888,0.0,0.0,0.0,0.0,0.0,2334.200,2115.200,0.0,0.0,602.400,1202.200
0.603,0.704,98.492,0.201,0.0,0.0,0.0,15564.800,1832.0,2451.400,0.0,0.0,507.400,1006.600
0.706,0.404,98.890,0.0,0.0,0.0,0.0,10649.600,1634.400,1603.0,0.0,0.0,519.800,1048.800
0.404,0.404,98.991,0.101,0.0,0.101,0.0,4915.200,1713.0,1604.200,0.0,0.0,523.0,1042.0
0.709,0.405,98.886,0.0,0.0,0.0,0.0,7372.800,2453.200,2383.0,0.0,0.0,605.800,1210.600
0.908,0.404,98.486,0.101,0.0,0.101,0.0,5734.400,1678.200,1469.0,0.0,0.0,534.600,1061.200
0.506,0.303,99.090,0.101,0.0,0.0,0.0,16384.0,1931.400,1858.600,0.0,0.0,499.600,995.400
0.505,0.605,98.789,0.101,0.0,0.0,0.0,13107.200,1964.200,2758.400,0.0,0.0,579.600,1153.0
0.406,0.406,99.087,0.0,0.0,0.101,0.0,5734.400,1960.0,1649.800,0.0,0.0,608.0,1220.800
0.605,0.303,98.890,0.101,0.0,0.101,0.0,5734.400,1846.200,1728.600,0.0,0.0,550.200,1094.400
0.303,0.505,99.091,0.101,0.0,0.0,0.0,4915.200,2342.600,2294.600,0.0,0.0,526.400,1055.0
0.506,0.405,99.089,0.0,0.0,0.0,0.0,7372.800,1919.200,1490.800,0.0,0.0,518.800,1035.400
1.008,0.706,98.085,0.202,0.0,0.0,0.0,8192.0,2271.600,2011.800,0.0,0.0,620.0,1233.600
3.826,2.792,91.934,0.724,0.0,0.724,260505.600,18841.600,59847.0,66521.0,0.0,0.0,2133.0,4746.0
16.947,15.937,60.718,1.684,0.0,4.714,2431385.600,9011.200,376848.800,468605.0,0.0,0.0,10088.0,23282.400
19.226,18.999,54.835,1.479,0.0,5.461,2985164.800,4915.200,369981.400,535281.600,0.0,0.0,10702.400,25374.200
21.188,18.161,54.596,1.345,0.0,4.709,3021209.600,0.0,373842.0,552594.800,0.0,0.0,10958.400,26205.600
19.704,18.679,54.556,1.595,0.0,5.467,2256076.800,4915.200,478724.200,594259.200,0.0,0.0,12159.600,28857.200
18.264,17.475,58.061,1.353,0.0,4.848,2961408.0,8192.0,417527.200,528427.800,0.0,0.0,10645.800,25511.200
17.175,17.401,58.757,1.243,0.0,5.424,3118694.400,5734.400,468395.400,601537.600,0.0,0.0,11285.800,27017.400
18.324,16.872,57.989,1.453,0.0,5.363,2769715.200,17203.200,344478.400,484080.800,0.0,0.0,9972.400,23977.600
18.046,19.425,56.092,1.264,0.0,5.172,2886041.600,13107.200,438845.400,607610.800,0.0,0.0,12044.800,28896.800
2.667,2.051,93.641,0.615,0.0,1.026,701235.200,5734.400,57569.400,82743.200,0.0,0.0,2248.800,5009.200
17.226,15.101,61.298,1.790,0.0,4.586,3294822.400,6553.600,364422.400,479970.800,0.0,0.0,8932.0,21889.600
22.260,19.292,51.941,0.913,0.0,5.594,3414425.600,9830.400,513291.800,663434.0,0.0,0.0,10462.400,26659.800
24.857,20.389,46.392,0.687,0.0,7.675,2430566.400,4915.200,643130.200,808866.400,0.0,0.0,12032.600,32082.400
24.687,21.615,46.758,0.910,0.0,6.030,3564339.200,0.0,534212.200,771283.800,0.0,0.0,11254.0,29918.400
26.122,22.670,44.074,1.036,0.0,6.099,3249766.400,11468.800,712701.800,905850.600,0.0,0.0,13153.800,34369.800
26.062,24.684,40.758,0.804,0.0,7.692,3282534.400,16384.0,772253.800,955369.600,0.0,0.0,13289.400,35091.600
8.586,6.283,83.141,0.314,0.0,1.675,1319731.200,4915.200,155018.0,243952.800,0.0,0.0,3937.800,10136.600
4.702,4.284,89.028,0.731,0.0,1.254,874905.600,8192.0,40685.600,100017.200,0.0,0.0,3062.200,6463.600
6.469,4.984,85.578,1.485,0.0,1.485,1316454.400,5734.400,56354.200,47452.0,0.0,0.0,3857.200,8165.200
5.957,5.426,86.489,0.851,0.0,1.277,938803.200,4915.200,65011.400,54675.600,0.0,0.0,4287.600,9101.600
5.788,5.681,86.066,1.072,0.0,1.393,1529446.400,5734.400,67512.200,61708.600,0.0,0.0,4160.800,8864.200
