"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","docker-swarm-manager",,,,"User:","ubuntu"
"Cmdline:","dstat -N ens3 --output 2-cassandra-swarm-3-ContainerIPs_NET-ens3-docker-swarm-manager.csv --noheaders --noupdate 5",,,,"Date:","19 Sep 2017 10:59:32 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/ens3",,"paging",,"system",
0.402,0.502,99.096,0.0,0.0,0.0,0.0,8192.0,1670.400,1023.200,0.0,0.0,327.800,674.200
2.102,0.200,97.598,0.100,0.0,0.0,0.0,4915.200,592.0,1367.400,0.0,0.0,230.400,459.800
0.501,0.300,98.999,0.100,0.0,0.100,0.0,4915.200,574.200,544.400,0.0,0.0,287.200,586.800
0.701,0.501,98.799,0.0,0.0,0.0,0.0,0.0,590.600,509.600,0.0,0.0,264.600,534.800
0.402,0.201,99.396,0.0,0.0,0.0,0.0,7372.800,962.0,529.0,0.0,0.0,309.0,627.200
0.601,0.100,99.199,0.100,0.0,0.0,0.0,14745.600,1133.600,1104.400,0.0,0.0,211.800,434.200
0.402,0.201,99.296,0.101,0.0,0.0,0.0,13926.400,1501.600,841.200,0.0,0.0,306.200,624.400
0.801,0.400,98.799,0.0,0.0,0.0,0.0,14745.600,578.600,1366.0,0.0,0.0,263.600,534.400
0.501,0.400,98.999,0.100,0.0,0.0,0.0,9011.200,548.0,527.800,0.0,0.0,273.200,571.0
1.502,0.701,97.698,0.100,0.0,0.0,0.0,4915.200,2254.200,1484.0,0.0,0.0,280.200,571.0
0.401,0.401,99.198,0.0,0.0,0.0,0.0,5734.400,769.600,525.600,0.0,0.0,273.200,564.0
0.601,0.501,98.798,0.100,0.0,0.0,0.0,4915.200,1170.800,1136.400,0.0,0.0,264.600,539.0
0.701,0.501,98.798,0.0,0.0,0.0,0.0,4915.200,14590.0,13474.0,0.0,0.0,373.200,760.200
0.602,0.100,99.298,0.0,0.0,0.0,0.0,4915.200,1137.600,1921.600,0.0,0.0,211.600,436.0
0.699,0.500,98.701,0.100,0.0,0.0,0.0,7372.800,548.200,519.600,0.0,0.0,279.200,574.200
0.402,0.402,99.197,0.0,0.0,0.0,0.0,14745.600,564.400,493.0,0.0,0.0,249.200,504.0
0.501,0.401,98.998,0.100,0.0,0.0,0.0,4915.200,1041.200,617.0,0.0,0.0,291.600,605.600
1.101,0.300,98.498,0.100,0.0,0.0,0.0,4915.200,1579.400,1310.800,0.0,0.0,237.400,479.200
0.602,0.402,98.996,0.0,0.0,0.0,0.0,4915.200,13707.600,12875.600,0.0,0.0,375.0,767.400
0.600,0.500,98.800,0.100,0.0,0.0,0.0,4915.200,581.400,1371.0,0.0,0.0,256.0,518.600
0.501,0.501,98.899,0.100,0.0,0.0,0.0,4915.200,549.400,526.400,0.0,0.0,264.200,548.200
0.500,0.400,99.100,0.0,0.0,0.0,0.0,0.0,1206.400,1113.0,0.0,0.0,213.200,432.800
0.502,0.301,99.197,0.0,0.0,0.0,0.0,9830.400,941.600,540.400,0.0,0.0,306.600,634.200
0.501,0.601,98.697,0.100,0.0,0.100,0.0,14745.600,13603.0,13150.200,0.0,0.0,310.400,630.400
0.401,0.401,99.098,0.100,0.0,0.0,0.0,8192.0,1499.600,843.0,0.0,0.0,304.600,623.800
1.598,0.400,98.002,0.0,0.0,0.0,0.0,4915.200,567.400,1352.400,0.0,0.0,214.800,435.400
1.106,0.302,98.492,0.101,0.0,0.0,0.0,4915.200,545.400,523.200,0.0,0.0,295.0,597.0
0.502,0.401,99.097,0.0,0.0,0.0,0.0,4915.200,586.400,510.0,0.0,0.0,265.200,540.600
0.401,0.401,99.098,0.100,0.0,0.0,0.0,4915.200,549.600,537.0,0.0,0.0,283.400,589.600
0.601,0.200,99.199,0.0,0.0,0.0,0.0,13926.400,1144.0,1118.800,0.0,0.0,212.0,425.200
0.800,0.500,98.600,0.100,0.0,0.0,0.0,10649.600,1741.0,1078.200,0.0,0.0,332.400,674.600
0.601,0.501,98.899,0.0,0.0,0.0,0.0,0.0,493.0,1316.200,0.0,0.0,247.800,500.800
0.501,0.300,99.099,0.100,0.0,0.0,0.0,4915.200,571.200,544.800,0.0,0.0,275.200,572.400
0.400,0.501,99.099,0.0,0.0,0.0,0.0,4915.200,1142.800,1076.400,0.0,0.0,204.400,423.200
1.303,0.301,98.297,0.100,0.0,0.0,0.0,4915.200,993.400,576.400,0.0,0.0,340.200,689.0
0.599,0.798,98.503,0.100,0.0,0.0,0.0,4915.200,1378.600,1106.600,0.0,0.0,249.600,512.0
0.800,0.300,98.800,0.0,0.0,0.100,0.0,12288.0,1455.800,1051.0,0.0,0.0,307.0,628.200
0.599,0.400,98.901,0.100,0.0,0.0,0.0,10649.600,1175.400,1934.600,0.0,0.0,211.400,426.200
0.700,0.400,98.900,0.0,0.0,0.0,0.0,4915.200,572.800,542.200,0.0,0.0,277.600,571.400
0.602,0.301,99.097,0.0,0.0,0.0,0.0,0.0,514.200,456.600,0.0,0.0,255.600,522.200
0.701,0.300,98.899,0.100,0.0,0.0,0.0,4915.200,1029.0,598.600,0.0,0.0,291.400,614.200
0.601,0.300,99.099,0.0,0.0,0.0,0.0,4915.200,1759.800,1330.0,0.0,0.0,242.600,486.400
1.397,0.499,98.004,0.100,0.0,0.0,0.0,4915.200,1654.800,1059.800,0.0,0.0,354.600,716.800
0.601,0.501,98.898,0.0,0.0,0.0,0.0,9011.200,567.600,1352.400,0.0,0.0,264.200,536.400
0.501,0.301,99.198,0.0,0.0,0.0,0.0,14745.600,548.400,526.600,0.0,0.0,270.200,555.200
0.600,0.200,99.100,0.100,0.0,0.0,0.0,4915.200,563.600,493.0,0.0,0.0,184.600,383.800
0.301,0.502,99.197,0.0,0.0,0.0,0.0,4915.200,1007.400,576.600,0.0,0.0,317.200,650.400
0.600,0.600,98.800,0.0,0.0,0.0,0.0,4915.200,1372.400,1094.800,0.0,0.0,244.800,505.600
0.601,0.501,98.799,0.100,0.0,0.0,0.0,4915.200,1532.600,1101.200,0.0,0.0,328.800,667.800
0.599,0.400,98.901,0.100,0.0,0.0,0.0,4915.200,1132.400,1936.200,0.0,0.0,217.400,439.200
1.500,0.400,98.100,0.0,0.0,0.0,0.0,8192.0,522.800,501.600,0.0,0.0,265.0,552.200
1.003,0.602,98.395,0.0,0.0,0.0,0.0,12288.0,562.400,493.200,0.0,0.0,251.400,512.800
0.501,0.401,99.098,0.0,0.0,0.0,0.0,8192.0,759.200,567.400,0.0,0.0,302.200,619.600
0.500,0.400,99.001,0.100,0.0,0.0,0.0,4915.200,1123.800,1101.0,0.0,0.0,197.400,406.0
0.700,0.600,98.700,0.0,0.0,0.0,0.0,4915.200,1164.200,824.0,0.0,0.0,352.200,718.400
0.699,0.599,98.601,0.100,0.0,0.0,0.0,4915.200,605.400,1384.0,0.0,0.0,262.800,523.600
0.501,0.400,99.099,0.0,0.0,0.0,0.0,4915.200,572.400,546.400,0.0,0.0,260.0,533.800
0.601,0.200,99.198,0.0,0.0,0.0,0.0,9830.400,1142.400,1071.600,0.0,0.0,199.0,411.200
0.600,0.500,98.800,0.100,0.0,0.0,0.0,11468.800,13280.800,12595.600,0.0,0.0,339.600,700.400
1.201,0.501,98.198,0.100,0.0,0.0,0.0,4915.200,1119.400,1072.800,0.0,0.0,283.600,563.600
0.701,0.401,98.898,0.0,0.0,0.0,0.0,4915.200,1669.600,882.600,0.0,0.0,328.0,677.800
0.700,0.200,99.0,0.100,0.0,0.0,0.0,4915.200,1138.600,1918.400,0.0,0.0,219.0,444.600
0.501,0.301,99.098,0.100,0.0,0.0,0.0,4915.200,596.800,555.600,0.0,0.0,282.0,581.0
0.500,0.700,98.800,0.0,0.0,0.0,0.0,4915.200,538.0,474.800,0.0,0.0,254.800,524.400
0.700,0.300,98.800,0.100,0.0,0.100,0.0,13926.400,1192.400,1149.200,0.0,0.0,284.200,575.200
0.300,0.501,99.099,0.0,0.0,0.100,0.0,1638.400,1758.800,1329.400,0.0,0.0,235.800,474.400
0.701,0.401,98.898,0.0,0.0,0.0,0.0,8192.0,1302.200,865.600,0.0,0.0,321.200,648.600
1.101,0.601,98.198,0.100,0.0,0.0,0.0,4915.200,557.800,1327.400,0.0,0.0,272.400,533.800
0.401,0.301,99.198,0.100,0.0,0.0,0.0,4915.200,429.600,452.200,0.0,0.0,263.800,544.800
0.400,0.400,99.099,0.100,0.0,0.0,0.0,4915.200,590.200,511.0,0.0,0.0,213.0,430.600
0.602,0.301,99.096,0.0,0.0,0.0,0.0,10649.600,1031.0,595.200,0.0,0.0,323.400,668.0
0.800,0.500,98.700,0.0,0.0,0.0,0.0,10649.600,1134.400,1113.200,0.0,0.0,268.400,541.400
0.802,0.301,98.697,0.200,0.0,0.0,0.0,5734.400,15055.0,13928.600,0.0,0.0,391.600,788.600
0.500,0.400,99.100,0.0,0.0,0.0,0.0,0.0,517.200,1285.200,0.0,0.0,197.800,403.200
1.404,0.401,98.195,0.0,0.0,0.0,0.0,4915.200,556.400,572.800,0.0,0.0,276.600,586.0
1.201,0.601,98.098,0.100,0.0,0.0,0.0,4915.200,1178.0,1095.0,0.0,0.0,248.600,478.800
0.701,0.301,98.998,0.0,0.0,0.0,0.0,4915.200,1017.0,594.800,0.0,0.0,322.200,668.600
0.501,0.301,99.098,0.100,0.0,0.0,0.0,7372.800,1069.800,1065.0,0.0,0.0,206.0,423.800
0.702,0.401,98.796,0.100,0.0,0.0,0.0,14745.600,14810.400,13693.200,0.0,0.0,372.600,757.800
0.801,0.400,98.799,0.0,0.0,0.0,0.0,9830.400,577.400,1370.600,0.0,0.0,260.200,520.400
0.300,0.601,98.999,0.100,0.0,0.0,0.0,8192.0,523.600,508.400,0.0,0.0,287.600,584.0
0.301,0.401,99.299,0.0,0.0,0.0,0.0,4915.200,611.0,526.0,0.0,0.0,204.800,416.200
0.601,0.400,98.999,0.0,0.0,0.0,0.0,4915.200,513.200,517.400,0.0,0.0,292.800,608.200
0.800,0.600,98.600,0.0,0.0,0.0,0.0,4915.200,13865.400,13166.800,0.0,0.0,305.800,614.0
1.201,0.501,98.198,0.100,0.0,0.0,0.0,7372.800,2313.200,1629.0,0.0,0.0,343.200,686.200
0.600,0.400,98.900,0.100,0.0,0.0,0.0,16384.0,552.600,1355.800,0.0,0.0,201.200,410.600
0.601,0.301,99.098,0.0,0.0,0.0,0.0,5734.400,549.400,523.400,0.0,0.0,273.600,568.600
0.501,0.501,98.899,0.100,0.0,0.0,0.0,4915.200,524.800,443.800,0.0,0.0,249.800,506.200
0.502,0.301,99.096,0.100,0.0,0.0,0.0,4915.200,1467.200,1215.200,0.0,0.0,265.200,546.800
0.600,0.300,99.0,0.100,0.0,0.0,0.0,4915.200,1220.800,1026.800,0.0,0.0,231.0,470.600
0.601,0.601,98.799,0.0,0.0,0.0,0.0,4915.200,1739.800,894.600,0.0,0.0,345.200,710.0
0.699,0.699,98.302,0.300,0.0,0.0,0.0,10649.600,541.400,1306.200,0.0,0.0,242.200,487.200
1.301,0.300,98.398,0.0,0.0,0.0,0.0,9011.200,525.600,524.800,0.0,0.0,300.800,603.600
0.501,0.300,99.099,0.100,0.0,0.0,0.0,9830.400,564.400,489.800,0.0,0.0,197.800,407.0
0.799,0.500,98.601,0.100,0.0,0.0,0.0,4915.200,1004.0,580.600,0.0,0.0,300.0,619.600
0.501,0.601,98.899,0.0,0.0,0.0,0.0,0.0,1367.200,1113.200,0.0,0.0,246.800,499.0
0.701,0.401,98.898,0.0,0.0,0.0,0.0,4915.200,1656.800,1052.200,0.0,0.0,359.0,735.400
0.601,0.200,99.199,0.0,0.0,0.0,0.0,4915.200,528.600,1330.600,0.0,0.0,192.800,399.0
1.602,0.300,98.098,0.0,0.0,0.0,0.0,7372.800,550.0,526.600,0.0,0.0,267.400,558.200
0.400,0.600,98.400,0.600,0.0,0.0,0.0,15564.800,587.400,511.400,0.0,0.0,251.200,524.400
1.304,0.301,98.395,0.0,0.0,0.0,0.0,5734.400,966.800,562.0,0.0,0.0,296.800,609.800
0.600,0.300,98.900,0.100,0.0,0.100,0.0,4915.200,1327.0,1127.600,0.0,0.0,235.400,475.200
0.502,0.301,99.097,0.100,0.0,0.0,0.0,4915.200,1681.800,1035.200,0.0,0.0,302.200,613.200
0.699,0.699,98.403,0.200,0.0,0.0,0.0,4915.200,591.0,1384.400,0.0,0.0,253.200,516.400
0.502,0.301,99.198,0.0,0.0,0.0,0.0,4915.200,525.600,506.200,0.0,0.0,270.0,551.200
0.599,0.399,98.902,0.100,0.0,0.0,0.0,7372.800,563.800,495.0,0.0,0.0,195.800,406.800
0.701,0.301,98.397,0.601,0.0,0.0,0.0,9830.400,969.600,559.800,0.0,0.0,292.800,603.800
0.700,0.600,98.600,0.100,0.0,0.0,0.0,12288.0,1314.800,1132.600,0.0,0.0,286.200,582.0
0.500,0.600,98.500,0.400,0.0,0.0,0.0,11468.800,1912.600,1067.800,0.0,0.0,350.800,714.200
1.102,0.301,98.597,0.0,0.0,0.0,0.0,4915.200,1109.600,1896.400,0.0,0.0,227.200,451.800
0.501,0.401,99.098,0.0,0.0,0.0,0.0,4915.200,551.600,523.0,0.0,0.0,287.400,593.400
0.601,0.400,98.899,0.100,0.0,0.0,0.0,4915.200,563.800,491.800,0.0,0.0,247.400,513.0
0.401,0.501,98.998,0.100,0.0,0.0,0.0,4915.200,980.200,563.400,0.0,0.0,312.800,640.200
0.601,0.200,99.198,0.0,0.0,0.0,0.0,0.0,1226.600,1172.0,0.0,0.0,213.800,434.400
0.701,0.400,98.899,0.0,0.0,0.0,0.0,9011.200,1289.800,978.600,0.0,0.0,354.200,719.800
0.701,0.401,98.898,0.0,0.0,0.0,0.0,10649.600,579.800,1367.400,0.0,0.0,274.200,556.0
0.699,0.400,98.801,0.100,0.0,0.0,0.0,9011.200,574.0,545.0,0.0,0.0,272.0,563.200
1.102,0.200,98.697,0.0,0.0,0.0,0.0,4915.200,541.0,474.600,0.0,0.0,222.200,449.200
0.501,0.401,98.898,0.100,0.0,0.100,0.0,4915.200,13353.800,12654.0,0.0,0.0,325.200,673.0
0.501,0.501,98.998,0.0,0.0,0.0,0.0,4915.200,1100.400,1063.400,0.0,0.0,243.200,505.600
0.502,0.301,99.096,0.100,0.0,0.0,0.0,4915.200,1306.0,848.800,0.0,0.0,308.800,626.0
0.598,0.498,98.805,0.100,0.0,0.0,0.0,8192.0,609.0,1370.600,0.0,0.0,196.400,399.800
1.505,0.201,98.295,0.0,0.0,0.0,0.0,14745.600,527.800,529.800,0.0,0.0,268.400,566.800
0.800,0.400,98.700,0.100,0.0,0.0,0.0,4915.200,1168.400,1070.0,0.0,0.0,258.200,518.400
0.600,0.600,98.700,0.100,0.0,0.0,0.0,4915.200,957.200,580.0,0.0,0.0,304.400,638.0
1.001,0.400,98.599,0.0,0.0,0.0,0.0,0.0,1472.0,1384.0,0.0,0.0,220.400,434.0
0.601,0.401,98.998,0.0,0.0,0.0,0.0,4915.200,1461.400,1095.200,0.0,0.0,319.800,650.800
0.802,0.301,98.898,0.0,0.0,0.0,0.0,4915.200,544.0,1285.200,0.0,0.0,260.400,523.200
0.502,0.301,99.198,0.0,0.0,0.0,0.0,9830.400,549.0,572.400,0.0,0.0,274.800,571.0
0.301,0.401,99.198,0.100,0.0,0.0,0.0,10649.600,1181.600,1095.0,0.0,0.0,202.600,415.600
0.602,0.301,98.997,0.100,0.0,0.0,0.0,9830.400,1609.400,1186.800,0.0,0.0,337.200,684.800
0.701,0.501,98.799,0.0,0.0,0.0,0.0,4915.200,1403.800,1309.800,0.0,0.0,262.800,531.200
0.502,0.502,98.997,0.0,0.0,0.0,0.0,4915.200,13750.0,12901.200,0.0,0.0,377.200,773.600
0.600,0.300,99.100,0.0,0.0,0.0,0.0,4915.200,518.800,1284.800,0.0,0.0,196.0,399.600
1.200,0.300,98.400,0.100,0.0,0.0,0.0,4915.200,572.400,597.600,0.0,0.0,282.0,572.0
0.602,0.402,98.996,0.0,0.0,0.0,0.0,10649.600,564.0,488.400,0.0,0.0,258.400,526.800
0.501,0.301,99.098,0.100,0.0,0.0,0.0,10649.600,993.0,578.600,0.0,0.0,314.800,643.200
0.501,0.301,99.198,0.0,0.0,0.0,0.0,9830.400,1307.200,1113.0,0.0,0.0,239.200,485.600
0.601,0.501,98.699,0.100,0.0,0.100,0.0,4915.200,14529.200,13444.0,0.0,0.0,363.400,729.0
0.601,0.501,98.898,0.0,0.0,0.0,0.0,4915.200,599.200,1366.200,0.0,0.0,259.400,533.200
0.600,0.400,98.900,0.100,0.0,0.0,0.0,4915.200,523.200,509.400,0.0,0.0,301.400,605.0
0.400,0.400,99.199,0.0,0.0,0.0,0.0,0.0,588.600,508.0,0.0,0.0,203.200,420.0
1.204,0.301,98.495,0.0,0.0,0.0,0.0,9830.400,1030.600,602.0,0.0,0.0,336.0,681.0
0.702,0.502,98.796,0.0,0.0,0.0,0.0,9830.400,13875.0,13163.0,0.0,0.0,326.0,662.600
0.601,0.501,98.799,0.100,0.0,0.0,0.0,8192.0,2104.600,1416.0,0.0,0.0,326.200,665.400
0.499,0.698,98.804,0.0,0.0,0.0,0.0,4915.200,520.400,1314.600,0.0,0.0,203.800,417.400
1.404,0.301,98.295,0.0,0.0,0.0,0.0,4915.200,549.0,524.200,0.0,0.0,257.0,544.800
0.501,0.401,98.998,0.100,0.0,0.0,0.0,4915.200,636.600,510.0,0.0,0.0,244.800,500.200
0.502,0.301,99.197,0.0,0.0,0.0,0.0,4915.200,1005.0,629.600,0.0,0.0,311.200,640.400
0.600,0.200,99.100,0.100,0.0,0.0,0.0,9830.400,1135.800,1065.200,0.0,0.0,204.400,430.400
1.206,0.302,98.492,0.0,0.0,0.0,0.0,9830.400,1959.200,1140.400,0.0,0.0,348.800,709.200
0.501,0.400,98.999,0.100,0.0,0.0,0.0,9830.400,534.800,1285.200,0.0,0.0,254.200,513.800
0.402,0.201,99.397,0.0,0.0,0.0,0.0,4915.200,501.800,528.200,0.0,0.0,277.0,571.800
0.500,0.300,99.100,0.100,0.0,0.0,0.0,4915.200,564.200,488.200,0.0,0.0,186.400,384.200
0.502,0.301,99.096,0.100,0.0,0.0,0.0,4915.200,1007.600,582.0,0.0,0.0,323.0,660.800
0.701,0.400,98.899,0.0,0.0,0.0,0.0,0.0,1084.800,1082.800,0.0,0.0,262.200,533.400
0.502,0.301,99.096,0.0,0.0,0.100,0.0,9830.400,1632.800,1015.600,0.0,0.0,338.200,685.200
0.501,0.200,99.299,0.0,0.0,0.0,0.0,9830.400,664.600,1408.800,0.0,0.0,189.400,383.400
0.301,0.401,99.198,0.100,0.0,0.0,0.0,8192.0,476.200,488.800,0.0,0.0,280.200,581.800
1.103,0.502,98.395,0.0,0.0,0.0,0.0,4915.200,1194.600,1095.0,0.0,0.0,282.0,555.400
0.401,0.401,99.097,0.100,0.0,0.0,0.0,4915.200,1597.800,1138.600,0.0,0.0,308.400,638.0
0.401,0.301,99.299,0.0,0.0,0.0,0.0,4915.200,1145.600,1119.400,0.0,0.0,210.400,430.800
0.601,0.501,98.898,0.0,0.0,0.0,0.0,4915.200,1940.400,1254.0,0.0,0.0,317.0,638.400
0.600,0.500,98.800,0.100,0.0,0.0,0.0,10649.600,630.600,1390.400,0.0,0.0,265.800,528.600
0.602,0.201,99.097,0.100,0.0,0.0,0.0,14745.600,453.200,470.200,0.0,0.0,270.800,556.200
0.500,0.400,99.001,0.100,0.0,0.0,0.0,4915.200,1128.600,1055.200,0.0,0.0,200.400,408.600
0.600,0.400,98.900,0.100,0.0,0.0,0.0,4915.200,1031.400,595.200,0.0,0.0,270.800,565.200
1.201,0.601,98.198,0.0,0.0,0.0,0.0,0.0,1378.600,1340.800,0.0,0.0,289.200,580.200
0.701,0.401,98.898,0.0,0.0,0.0,0.0,4915.200,1569.600,881.600,0.0,0.0,324.0,653.400
0.600,0.200,99.100,0.100,0.0,0.0,0.0,4915.200,541.200,1306.400,0.0,0.0,183.400,381.800
0.501,0.401,98.998,0.100,0.0,0.0,0.0,9830.400,574.0,573.200,0.0,0.0,287.200,595.800
1.503,0.401,98.096,0.0,0.0,0.0,0.0,13926.400,491.400,423.400,0.0,0.0,237.200,505.600
0.602,0.301,98.997,0.100,0.0,0.0,0.0,4915.200,1076.800,646.800,0.0,0.0,303.600,629.600
0.602,0.100,99.298,0.0,0.0,0.0,0.0,0.0,1508.400,1277.400,0.0,0.0,240.400,490.600
0.501,0.501,98.899,0.100,0.0,0.0,0.0,4915.200,1685.400,895.200,0.0,0.0,303.600,626.200
1.102,0.501,98.297,0.100,0.0,0.0,0.0,4915.200,1157.800,1951.200,0.0,0.0,257.400,502.600
0.402,0.201,99.297,0.100,0.0,0.0,0.0,4915.200,523.600,501.600,0.0,0.0,291.600,599.400
0.400,0.300,99.199,0.0,0.0,0.100,0.0,7372.800,563.0,443.800,0.0,0.0,210.0,424.600
0.501,0.501,98.998,0.0,0.0,0.0,0.0,14745.600,13026.800,12576.0,0.0,0.0,315.600,650.200
0.799,0.500,98.601,0.100,0.0,0.0,0.0,9830.400,1448.200,1354.600,0.0,0.0,278.800,554.600
0.402,0.201,99.296,0.101,0.0,0.0,0.0,4915.200,1056.200,865.400,0.0,0.0,303.400,618.600
0.501,0.400,99.099,0.0,0.0,0.0,0.0,4915.200,1161.0,1880.0,0.0,0.0,210.400,419.600
0.301,0.501,99.098,0.100,0.0,0.0,0.0,4915.200,549.600,579.400,0.0,0.0,280.800,581.600
0.602,0.401,98.997,0.0,0.0,0.0,0.0,4915.200,516.0,440.200,0.0,0.0,252.200,516.0
1.201,0.400,98.298,0.100,0.0,0.0,0.0,7372.800,774.400,532.400,0.0,0.0,305.200,615.800
0.602,0.0,99.398,0.0,0.0,0.0,0.0,16384.0,1185.400,1136.0,0.0,0.0,206.600,419.200
0.602,0.401,98.997,0.0,0.0,0.0,0.0,4915.200,1875.0,1278.200,0.0,0.0,330.400,679.600
0.702,0.301,98.997,0.0,0.0,0.0,0.0,4915.200,567.0,1369.600,0.0,0.0,251.400,510.400
0.501,0.301,99.098,0.100,0.0,0.0,0.0,4915.200,548.0,527.600,0.0,0.0,275.800,580.800
0.400,0.500,99.001,0.100,0.0,0.0,0.0,4915.200,530.600,455.0,0.0,0.0,193.400,398.400
0.702,0.301,98.997,0.0,0.0,0.0,0.0,7372.800,1461.0,1200.200,0.0,0.0,306.800,623.600
0.801,0.400,98.799,0.0,0.0,0.0,0.0,8192.0,1582.800,1121.200,0.0,0.0,274.600,558.400
1.499,0.500,97.902,0.100,0.0,0.0,0.0,9830.400,13980.200,12918.200,0.0,0.0,407.400,822.600
0.602,0.100,99.298,0.0,0.0,0.0,0.0,8192.0,577.400,1369.600,0.0,0.0,200.200,414.800
0.700,0.300,99.0,0.0,0.0,0.0,0.0,4915.200,549.600,524.400,0.0,0.0,275.800,572.400
1.403,0.501,97.996,0.100,0.0,0.0,0.0,4915.200,564.600,491.200,0.0,0.0,268.400,538.200
0.502,0.401,99.097,0.0,0.0,0.0,0.0,4915.200,956.200,545.600,0.0,0.0,290.800,601.600
0.500,0.400,99.0,0.100,0.0,0.0,0.0,7372.800,1612.600,1351.0,0.0,0.0,218.600,437.400
0.602,0.402,98.795,0.100,0.0,0.100,0.0,8192.0,15051.800,13936.600,0.0,0.0,406.800,812.0
0.501,0.601,98.898,0.0,0.0,0.0,0.0,10649.600,529.600,1306.400,0.0,0.0,252.800,520.400
1.002,0.401,98.497,0.100,0.0,0.0,0.0,4915.200,642.800,638.600,0.0,0.0,294.400,602.600
0.301,0.301,99.398,0.0,0.0,0.0,0.0,4915.200,538.600,443.200,0.0,0.0,204.200,430.0
0.501,0.400,98.999,0.100,0.0,0.0,0.0,4915.200,1400.200,1175.800,0.0,0.0,287.200,591.400
0.701,0.601,98.699,0.0,0.0,0.0,0.0,0.0,13717.600,13191.400,0.0,0.0,297.0,600.200
0.600,0.600,98.700,0.100,0.0,0.0,0.0,7372.800,1361.200,1026.800,0.0,0.0,357.200,722.400
0.600,0.400,99.0,0.0,0.0,0.0,0.0,15564.800,1183.800,1920.0,0.0,0.0,207.800,416.800
0.401,0.301,99.198,0.100,0.0,0.0,0.0,4915.200,546.600,572.600,0.0,0.0,271.400,563.200
0.601,0.400,98.899,0.100,0.0,0.0,0.0,4915.200,466.800,407.0,0.0,0.0,233.600,482.0
1.103,0.401,98.495,0.0,0.0,0.0,0.0,4915.200,1665.200,1238.0,0.0,0.0,309.800,631.800
0.700,0.200,99.0,0.100,0.0,0.0,0.0,4915.200,1145.0,1072.800,0.0,0.0,215.600,435.200
0.502,0.301,99.096,0.100,0.0,0.0,0.0,4915.200,1669.0,1081.800,0.0,0.0,329.200,672.800
0.501,0.501,98.998,0.0,0.0,0.0,0.0,6553.600,490.600,1266.800,0.0,0.0,242.200,497.400
0.501,0.601,98.899,0.0,0.0,0.0,0.0,13107.200,570.200,594.0,0.0,0.0,285.800,589.800
0.400,0.400,99.100,0.100,0.0,0.0,0.0,8192.0,560.400,440.0,0.0,0.0,201.800,416.0
0.701,0.301,98.898,0.100,0.0,0.0,0.0,4915.200,1018.200,647.600,0.0,0.0,310.800,642.800
0.401,0.601,98.998,0.0,0.0,0.0,0.0,4915.200,1026.800,1002.0,0.0,0.0,255.200,526.600
1.003,0.602,98.295,0.100,0.0,0.0,0.0,4915.200,1495.200,935.600,0.0,0.0,372.800,751.400
0.700,0.200,99.100,0.0,0.0,0.0,0.0,0.0,567.400,1342.800,0.0,0.0,204.800,425.600
0.602,0.201,99.198,0.0,0.0,0.0,0.0,5734.400,429.400,452.400,0.0,0.0,262.200,550.600
1.798,0.500,97.602,0.100,0.0,0.0,0.0,9830.400,587.0,503.600,0.0,0.0,254.0,525.0
0.503,0.201,99.296,0.0,0.0,0.0,0.0,8192.0,968.200,566.800,0.0,0.0,279.600,579.400
0.401,0.200,99.299,0.100,0.0,0.0,0.0,4915.200,1331.400,1255.0,0.0,0.0,197.200,404.200
0.602,0.301,99.096,0.0,0.0,0.0,0.0,4915.200,1667.400,1099.600,0.0,0.0,339.600,691.600
0.601,0.501,98.799,0.0,0.0,0.100,0.0,4915.200,1147.200,1944.400,0.0,0.0,261.600,530.200
0.501,0.400,98.999,0.100,0.0,0.0,0.0,4915.200,547.600,524.200,0.0,0.0,273.0,563.200
1.101,0.300,98.599,0.0,0.0,0.0,0.0,6553.600,566.600,491.600,0.0,0.0,218.200,441.0
0.501,0.501,98.898,0.100,0.0,0.0,0.0,13926.400,1016.200,550.800,0.0,0.0,307.600,626.0
0.501,0.601,98.898,0.0,0.0,0.0,0.0,10649.600,1304.200,1162.400,0.0,0.0,291.200,578.800
0.401,0.401,99.097,0.100,0.0,0.0,0.0,4915.200,1276.400,812.200,0.0,0.0,280.400,570.200
0.501,0.301,99.198,0.0,0.0,0.0,0.0,4915.200,579.600,1339.400,0.0,0.0,210.400,431.800
0.501,0.400,99.099,0.0,0.0,0.0,0.0,4915.200,526.0,540.0,0.0,0.0,296.400,605.600
0.401,0.502,98.997,0.100,0.0,0.0,0.0,4915.200,1119.200,1043.600,0.0,0.0,240.0,490.200
0.301,0.601,99.098,0.0,0.0,0.0,0.0,5734.400,696.0,527.400,0.0,0.0,297.200,623.400
1.101,0.400,98.498,0.0,0.0,0.0,0.0,12288.0,1600.600,1330.0,0.0,0.0,220.0,433.200
0.701,0.301,98.898,0.100,0.0,0.0,0.0,8192.0,1446.0,848.0,0.0,0.0,320.600,652.600
0.501,0.501,98.998,0.0,0.0,0.0,0.0,0.0,1109.800,1918.200,0.0,0.0,259.400,523.600
0.501,0.301,99.098,0.100,0.0,0.0,0.0,4915.200,549.800,523.200,0.0,0.0,285.600,591.0
